Claim,Evidence,Original Evidence,label
We should fight global warming,"Scientists have seen the disbelief that evidence of global warming have become more and more solid, the negationaries have been more and more successful in the public and political arena ... Today, pseudoscience is still with us, and is such a dangerous challenge for science as ever in the past [REF].","Scientists have watched in disbelief that as the evidence for global warming has become ever more solid, the deniers have been increasingly successful in the public and political arena... Today pseudoscience is still with us, and is as dangerous a challenge to science as it ever was in the past [REF].",1
We should introduce universal health care,The new Cuban government said universal health care should become a priority for state planning.,The new Cuban government asserted that universal healthcare was to become a priority of state planning.,1
We should legalize same sex marriage,A September survey at Quinnipiac University revealed that 56% of American adults and 57% of registered voters support homosexual marriage.,A September Quinnipiac University poll found that 56% of American adults and 57% of registered voters supported same-sex marriage.,1
We should further exploit green technology,"The dissemination and application of environmental technologies would not only reduce environmental impacts, but could at the same time contribute to sustainable economic development and the achievement of millennium development objectives (MDGs) by promoting better access to resources and technologies to people who currently have no access.","The diffusion and application of environmental technologies would not only reduce environmental impacts, but can at the same time contribute to sustainable economic development and the realization of the Millennium Development Goals (MDGs) by promoting greater access to resources and technologies to people who currently have no access.",1
We should subsidize renewable energy,A study by the University of San Diego identified an increased use of renewable energies as the most effective means of reducing energy -related GHG emissions in the region.,A study by the University of San Diego identified increased use of renewable energy as the most effective means of reducing energy-related GHG emissions in the region.,1
We should introduce school vouchers,"Chandler supported the increase in taxes to reduce the budget deficit, was pro-Choix and opposed the North American Free Trade Agreement (ALENA) and to the good schoolchildren.","Chandler supported raising taxes to lower the budget deficit, was pro-choice, and opposed the North American Free Trade Agreement (NAFTA) and school vouchers.",1
We should ban trans fats usage in food,The 2007 position of the American Dietic Association and the Dietitians of Canada maintains that epidemiological studies have shown a positive association between the supply of saturated fatty acids and the incidence of coronary diseases [REF].,The 2007 position statement of the American Dietetic Association and the Dieticians of Canada holds that epidemiological studies have shown a positive association between the intake of saturated fatty acid and the incidence of coronary heart disease [REF].,1
We should ban partial birth abortions,"Kennedy supported the addition of substance to the interest of 'freedom' protected by the regular procedural clause of the fourteenth amendment, which means that he supports a constitutional right to abortion in principle, although he voted to maintain several restrictions on this right, including the laws to prohibit partial abortion at birth.","Kennedy has supported adding substance to the 'liberty' interest protected by the Due Process Clause of the Fourteenth Amendment, which means he supports a constitutional right to abortion in principle, though he has voted to uphold several restrictions on that right, including laws to prohibit partial-birth abortions.",1
We should cancel the Social Security tax,"An analysis of the Center on Budget and Policy Priority estimates that the Propvatization proposal for President Bush in 2005 would add 1 billion of dollars of new federal debts during his first decade of implementation and 3.5 billions of dollars during the decade thereafter. The president's 2004 economic report revealed that the federal budget deficit would be greater than more than 1% of the gross domestic product (GDP) each year for about two decades; American GDP in 2008 was 14 billions of dollars. The burden of debt for each man, woman and child would be higher by $ 32,000 after 32 years due to privatization [Ref","An analysis by the Center on Budget and Policy Priorities estimates that President Bush's 2005 privatization proposal would add $1 trillion in new federal debt in its first decade of implementation and $3.5 trillion in the decade thereafter. The 2004 Economic Report of the President found that the federal budget deficit would be more than 1 percent of gross domestic product (GDP) higher every year for roughly two decades; U.S. GDP in 2008 was $14 trillion. The debt burden for every man, woman, and child would be $32,000 higher after 32 years because of privatization [REF",1
We should abolish marriage,"In 1855, the defender of free love Mary Gove Nichols (1810-1884) described marriage as 'the annihilation of women', explaining that women were considered as goods for men in law and in public, which allowed tyrannical men to deprive their wives of all freedom [ref.].","In 1855, free love advocate Mary Gove Nichols (1810-1884) described marriage as the 'annihilation of woman,' explaining that women were considered to be men's property in law and public sentiment, making it possible for tyrannical men to deprive their wives of all freedom [REF].",1
We should legalize cell phone use while driving,"Several studies of naturalistic driving, long-haul trucks as well as lighter vehicles leading six million kilometers combined, have used video cameras to observe drivers and the road. The researchers observed 4,452 'critical' events, which include accidents, nearby accidents, critical security events and lane differences. 81% of 'security-critical' events involved a certain type of driver distraction. Text messaging presented the largest relative risk, drivers of heavy vehicles or trucks being more than 23 times more likely to experience a critical event during SMS during SMS","Several naturalistic driving studies, of long-haul trucks as well as lighter vehicles driving six million combined miles, used video cameras to observe the drivers and road. Researchers observed 4,452 'safety-critical' events, which includes crashes, near crashes, safety-critical events, and lane deviations. 81% of the 'safety-critical' events involved some type of driver distraction. Text messaging had the greatest relative risk, with drivers of heavy vehicles or trucks being more than 23 times more likely to experience a safety-critical event when texting",1
The vow of celibacy should be abandoned,The Fathers of Nicene as Augustine believed that marriage was a sacrament because it was a symbol used by Paul to express the love of Christ for the Church,"Nicene Fathers such as Augustine believed that marriage was a sacrament because it was a symbol used by Paul to express Christ's love of the Church",1
We should subsidize distance education,The Mifflin County School District offers a distance learning program that is designed to provide the student with another means of winning intermediate and / or secondary school credits.,The Mifflin County School District provides a distance learning program which is designed to provide the student with an alternative way to earn middle and/or high school education credits.,1
Bullfighting should be banned,"The campaign to ban bullfighting in Catalonia was strongly supported by animal rights groups and has acquired the support of celebrities, notably Ricky Gervais and Pamela Anderson [REF].",The campaign to ban bullfighting in Catalonia was strongly supported by animal rights groups and gained the backing of celebrities including Ricky Gervais and Pamela Anderson [REF].,1
their teachings are outdated in comparison with modern Western morals,"Muslims of Bangladesh published a fatwa (religious decree) calling for the death of the poet and author Taslima Nasrin because of the questions of the rights of women raised in his books, in particular his novel Lajja [Ref","Muslims in Bangladesh issued a fatwa (religious decree) calling for the death of poet and author Taslima Nasrin because of the women's rights issues raised in her books, particularly her novel Lajja [REF",1
boxing commissions and other sanctioning bodies were established to regulate the sport,"In 1867, the Marquis rules of Queensberry were written by John Chambers for the amateur championships","In 1867, the Marquess of Queensberry rules were drafted by John Chambers for amateur championships",1
We should abolish the needle exchange programs,"According to the Transnational Institute, this explains why, until recently, the UNUDC has not promoted policy reduction policies such as needle exchange and heroin treatment.","According to the Transnational Institute this explains why, until recently, UNODC did not promote harm reduction policies like needle exchange and Heroin-assisted treatment.",1
We should increase ecotourism,"The Bellerive Foundation program encouraged ecotourism, aimed at reducing the impact of outdoor adventure sports on fragile alpine housing.","The Bellerive Foundation program encouraged eco-tourism, aiming to reduce the impact of outdoor adventure sports on the fragile alpine habitat.",1
We should prohibit hydraulic fracturing,"The position of the New York Environmental Protection Department: 'While DEP is aware of the potential economic opportunity that this represents for the State, hydraulic fracturing constitutes an unacceptable threat to non -filtered water supply of nine million New Yorks and cannot be safely authorized with the New York Watershed.' [Ref].","The NYC Dept. of Environmental Protection's position: 'While DEP is mindful of the potential economic opportunity that this represents for the State, hydraulic fracturing poses an unacceptable threat to the unfiltered water supply of nine million New Yorkers and cannot safely be permitted with the New York City watershed.'[REF] .",1
We should further exploit green technology,"In 2005, Sanden also signed a complete agreement with the Waseda University Environmental Research Institute, to promote the development of environmental technologies in professional-academy collaboration.","Also in 2005 Sanden signed a comprehensive agreement with Waseda University's Environmental Research Institute, to promote environmental technology development in business-academia collaboration.",1
We should further exploit unconventional oil,"A 2008 International Energy Agency (AIE) report predicted that, although the drop in oil demand due to high prices has been observed in developed countries and should continue, an increase of 3.7% of demand by 2013 is planned in developing countries. This should cause a clear increase in global oil demand during this period [Ref","A 2008 report from the International Energy Agency (IEA) predicted that although drops in petroleum demand due to high prices have been observed in developed countries and are expected to continue, a 3.7 percent rise in demand by 2013 is predicted in developing countries. This is projected to cause a net rise in global petroleum demand during that period [REF",1
We should further exploit nuclear power,Dr. Edward Teller and others from the Atomic Energy Commission (AEC) had come to Alaska to convince residents that the atomic power of the Arctic would bring a richness of state advantages.,Dr. Edward Teller and others from the Atomic Energy Commission (AEC) had come to Alaska to convince residents that atomic power in the Arctic would bring a wealth of benefits to the state.,1
We should abolish standardized tests,The notes or results of the standardized test tests can also be used by universities to determine whether a student candidate must be admitted to one of his academic or professional programs.,Grades or test scores from standardized test may also be used by universities to determine if a student applicant should be admitted into one of its academic or professional programs.,1
We should subsidize biofuels,A report published by Oxfam in June 2008 [Ref],"A report released by Oxfam in June 2008[REF] criticized biofuel policies of high-income countries as neither a solution to the climate crisis nor the oil crisis, while contributing to the food price crisis",1
We should further exploit hydroelectric dams,"International energy agency Among renewable energy sources, hydroelectric factories have the advantages of being existing long -service factories for over 100 years.","International Energy Agency Among sources of renewable energy, hydroelectric plants have the advantages of being long-lived-many existing plants have operated for more than 100 years.",1
We should cancel the Social Security tax,"In terms of wages of $ 95,000, a married person could be a big winner - obtaining net advantages of around $ 165,000. On the other hand, it could lose about $ 152,000 in net advantages if it remains single. In total, there is a 'swing' of more than $ 300,000 on the basis of the marriage decision (and the division of gains between spouses). In addition, there is a great disparity between the high net advantages of the married person earning $ 95,000 ($ 165,152) compared to the relatively low net advantages of the man or the woman earning only $ 5,000 ($ 30,025 or $ 41,890, according to gender). In other words, the high speaker, in this scenario, obtains a much higher return on its FICA tax investment than the bottom of employees [Ref","At the $95,000 wage level a married person could be a big winner - getting net benefits of about $165,000. On the other hand, he could lose an estimated $152,000 in net benefits if he remains single. Altogether, there is a 'swing' of over $300,000 based upon the marriage decision (and the division of earnings between the spouses). In addition there is a large disparity between the high net benefits of the married person earning $95,000 ($165,152) versus the relatively low net benefits of the man or woman earning just $5,000 ($30,025 or $41,890, depending on gender). In other words, the high earner, in this scenario, gets a far greater return on his FICA tax investment than does the low earner [REF",1
We should ban partial birth abortions,"The congress led by the Republicans adopted similar laws prohibiting abortion at partial birth in December 1995, and again October 1997, but they were opposed to President Bill Clinton [REF].","The Republican-led Congress first passed similar laws banning partial-birth abortion in December 1995, and again October 1997, but they were vetoed by President Bill Clinton [REF].",1
We should prohibit hydraulic fracturing,"The study covered cases in Colorado, Louisiana, New York, Ohio, Pennsylvania and Texas [REF]. Case studies include reports of sick animals, growth in late delay and died animals after exposure to hydraulic fracturing spills with the dumping of liquid in streams and workers who release the lining of a retaining of wastewater (evaporation pond) so that it flows and can accept more waste.","The study covered cases in Colorado, Louisiana, New York, Ohio, Pennsylvania and Texas [REF]. The case studies include reports of sick animals, stunted growth, and dead animals after exposure to hydraulic fracturing spills from dumping of the fluid into streams and from workers slitting the lining of a wastewater impoundment (evaporation ponds) so that it would drain and be able to accept more waste.",1
We should ban abortions,"Most national and GOP state candidates oppose abortion for religious or moral reasons, oppose the legalization of homosexual marriage and favor denominational initiatives.","Most of the GOP's national and state candidates oppose abortion on religious or moral grounds, oppose the legalization of same sex marriage, and favor faith-based initiatives.",1
We should increase gun control,Halbrook clarified in the first sentences of his article according to which the laws on the control of firearms are represented as benign and historically progressive.,"Halbrook did clarify in the first sentences of his article that, 'Gun control laws are depicted as benign and historically progressive.",1
We should adopt vegetarianism,John Robbins wrote a criticism in which he reviews the history of the Weston Price Foundation and provides evidence that Weston Price had recommended a vegetarian and dairy diet to his own family members as a healthiest diet [REF].,John Robbins has written a critique in which he reviews the history of the Weston Price Foundation and provides evidence that Weston Price had recommended a vegetarian and dairy diet to his own family members as the healthiest diet [REF].,1
We should end athletic scholarships,"The club has worked in the increase in sports scholarships, hiring better coaches and the development of college intercolllegia programs.","The club worked in increasing athletic scholarships, hiring better coaches, and developing the college's intercollegiate athletic programs.",1
We should legalize ivory trade,"In July 2014, during an intercession meeting, Thailand agreed with a strict calendar to combat illegal trade in ivory or cope with the threat of commercial sanctions.","In July 2014, at a CITES intercessional meeting, Thailand agreed to a strict timetable to address the illegal ivory trade or face the threat of trade sanctions.",1
We should further exploit nuclear power,"In November 2005, a Yougov survey led by the Deloitte business consulting firm found that 36% of the British population supported the use of nuclear energy, although 62% will support an energy policy that combines nuclear and renewable technologies [REF].","In November 2005 a YouGov poll conducted by business advisory firm Deloitte found that 36% of the UK population supported the use of nuclear power, though 62% would support an energy policy that combines nuclear along with renewable technologies [REF].",1
We should prohibit flag burning,Leahy has greatly talked about a proposed constitutional prohibition to burn the flag and its implications for freedom of expression and expression.,Leahy spoke strongly against a proposed constitutional ban on flag burning and on its implications for freedom of speech and expression.,1
We should end progressive taxation,Direct taxes and progressive taxes have been reduced or abolished while indirect taxes have been increased [ref].,Direct taxes and progressive taxes were reduced or abolished while indirect taxes were raised [REF].,1
We should protect endangered species,"(Regarding criterion 1, the Convention also explains: [Ref] Criterion 2: A wetland should be considered important international if it supports vulnerable, threatened or critical danger of extinction or threatened ecological communities.","(About Criterion 1, the Convention further explains:[REF] Criterion 2: A wetland should be considered internationally important if it supports vulnerable, endangered, or critically endangered species or threatened ecological communities.",1
We should abandon social media,"In this regard, social media helps to criticize what otherwise, or originally, was rather isolated productions.","In that regard social media helps to critique what would otherwise, or in former times, have been rather isolated productions.",1
We should introduce school vouchers,Gohmert supports and voted for legislation in favor of good schools [ref].,Gohmert supports and voted for legislation in favor of school vouchers [REF].  ,1
We should ban fast food,"Harley Pasternak, a celebrity coach and nutrition expert, supports Cisna's experience saying: 'Although I don't think it's a great idea to eat too much fast food ... I think it is right. Fast food, although far from healthy, does not make too much weight.","Harley Pasternak, a celebrity trainer and nutrition expert, supports Cisna's experiment by saying, 'While I don't think it's a great idea to eat too much fast food..I do think he is right. Fast food, while far from healthy, doesn't make people gain weight. Eating too much fast food too often is what can make you gain weight-the same way eating too much of anything can pack on the pounds.'",1
there is no convincing evidence that prove that media violence cause violent crime or any type of real life violence,"According to Filw and Humphreys, Freedman (2001) and Goldstein (2001), the number of studies on games and violence is low and research suffers from erroneous methodologies that are very little to prove a direct link [Ref","According to Flew and Humphreys, Freedman (2001) and Goldstein (2001) the number of studies on games and violence is small and the research suffers from flawed methodologies which do very little to prove a direct link [REF",1
Casinos should be banned,"After 1931, all the casinos, with the exception of the newly open Via del Mar casino, were declared illegal.","After 1931 all casinos, except the newly opened Casino de Via del Mar, were declared illegal.",1
We should ban beauty contests,"A competition mother insists that the competitions helped her daughter 'acquire balance, confidence, staging, discipline and grace'.","One pageant mother insists that pageants have helped her daughter 'gain poise, confidence, showmanship, discipline and grace.'[REF] This may be true for some contestants, as the child's attitude typically derives from the parent.",1
We should ban cosmetic surgery,"Kyle asks her parents what a change of sex is, and as she explains the term, her mother, Sheila Broflovski, insists on the legitimacy of cosmetic surgery as an important help for people whose physical appearance contrasts with their self -image.","Kyle asks his parents what a sex change is, and as she explains the term, his mother, Sheila Broflovski, insists on the legitimacy of cosmetic surgery as an important aid for people whose physical appearance contrasts with their self-image.",1
We should ban corporal punishment in the home,Straus has produced evidence of opinion that exposure to parental body punishment increases the risk of aggressive driving in children and adolescents [ref].,Straus adduced evidence for the view that exposure to parental corporal punishment increases the risk of aggressive conduct in children and adolescents [REF].,1
We should legalize cannabis,"A study published in the March 1, 1990 issue of the National Academy of Sciences procedure declared that 'there is practically no deadly overdose report of cannabis in humans' and attributed this security to the low density of cannabinoid receptors in the areas of the brain controlling the suppression and the heart [Refuge [Refuge [Refuge [Refuge","A study published in the March 1, 1990 issue of the Proceedings of the National Academy of Sciences stated that 'there are virtually no reports of fatal cannabis overdose in humans' and attributed this safety to the low density of cannabinoid receptors in areas of the brain controlling breathing and the heart [REF",1
We should further exploit solar energy,"While the Washington Post wrote that Obama would open new federal lands to develop wind farms and solar energy factories to reduce the country's dependence on foreign oil [ref].","while the Washington Post wrote that Obama would open up new federal land to develop wind farms and solar energy plants to reduce the nation's reliance on foreign oil [REF].",1
We should legalize same sex marriage,"Catholic opponents also argue that the inclusion of the same-sex unions in the definition of marriage also proves the rejection of the idea according to which, in general, it is preferable that children are raised by their biological mother and father, and that it is the interest of the community to ensure that children's well-being is the only basis for the license and the participation of the government in marriage [redo].","Catholic opponents also argue that inclusion of same-sex unions within the definition of marriage would also evidence rejection of the idea that, in general, it is best that children be raised by their biological mother and father, and that it is the community's interest in ensuring the well-being of children is the sole basis for the government's licensee and involvement in marriage [REF].",1
We should abolish personality tests,The argument to use personality tests to predict performance does not seem convincing to me in the first place.,The argument for using personality tests to predict performance does not strike me as convincing in the first place.,1
Can swamp a native population and replace its culture with their own,"The assertion that immigrants can 'marry' a local population is linked to the birth rate compared to nationals. Historically, this only happened with immigrants whose companies were more technologically advanced than indigenous populations. The examples include immigration of Europeans in North America, Chinese han migration in Western China and Bantu migrations in Africa","The claim that immigrants can 'swamp' a local population is related to birth rate relative to nationals. Historically, this has occurred only but with immigrants whose societies were more technologically advanced than the native populations. Examples include the immigration of Europeans to North America, the Han Chinese migration in western China, and the Bantu migrations in Africa",1
Prenatal diagnosis should be mandatory,"For people with HME who plan to start a family, pre -implantation genetic tests and prenatal diagnosis are available to determine whether their child to be born inherited the disease.","For individuals with HME who are considering starting a family, preimplantation genetic testing and prenatal diagnosis are available to determine if their unborn child has inherited the disease.",1
We should cancel the Social Security tax,"The defenders of privatization at the Cato Institute, a libertarian reflection group, counter-competition, 'based on existing private pension plans, it seems reasonable to assume that the administration costs of a well-managed PRA system could be more basic points of approximately 15 points (0.15%) at a high level of 50 basis (0.5%). management take place between 8 base points (0.08%) and 10 basic points (0.10%) [Ref","Advocates of privatization at the Cato Institute, a libertarian think tank, counter that, 'Based on existing private pension plans, it appears reasonable to assume that the costs of administering a well-run system of PRAs might be anywhere from a low of roughly 15 basis points (0.15%) to a high of roughly 50 basis points (0.5%).'[REF] They also point to the low costs of index funds (funds whose value rises or falls according to a particular financial index), including an S&P 500 index fund whose management fees run between 8 basis point (0.08%) and 10 basis points (0.10%) [REF",1
We should subsidize recycling,"Throughout the country, universities make efforts to create recycling programs that will help create a more 'green' university.","Across the nation, universities are making efforts to create recycling programs that will help to create a more 'green' university.",1
We should ban the sale of violent video games to minors,"Violent crime rates (including in minors) dropped considerably in the mid -1990s and stayed low, when media violence continued to increase and saw the addition of violent video games","violent crime rates (including among juveniles) dramatically fell in the mid 1990s and have stayed low, during a time when media violence has continued to increase, and saw the addition of violent video games",1
We should further exploit hydroelectric dams,"The American electrical energy industry is now based on large power plants, including coal, natural gas, nuclear and hydroelectricity which generates more than 95% of the country's electricity together.","The U.S. electric power industry now relies on large, central power stations, including coal, natural gas, nuclear, and hydropower plants that together generate more than 95% of the nation's electricity.",1
We should subsidize embryonic stem cell research,"Some opponents also believe that the amendment includes a vague language which could be interpreted by the courts to make government funding for research on embryonic stem cells a constitutional right (in particular the language of the main sections 5 and 7 of the full text of the modification link listed in 'external links').","Some opponents also believe that the Amendment includes vague language that could be interpreted by courts to make government funding of embryonic stem cell research a constitutional right (particularly the language in major sections 5 and 7 of the full-text of the Amendment link listed in 'External Links').",1
We should ban abortions,"On May 25, 2018, Ireland voted to repeal the ban on abortion.","On May 25, 2018 Ireland voted to repeal the ban on abortion.",1
We should ban genetically modified crops,"The branch of Scotland and Wales of the Party has promised reduced pollution, the elimination of genetically modified crops and an increase in sustainable agriculture.","The Scotland and Wales branch of the party promised reduced pollution, the elimination of genetically modified crops and an increase in sustainable agriculture.",1
We should introduce universal health care,"In particular, she argued that very 'wasted' economic resources in Iraq were those that could provide universal health care or fully finance the Education Bill 'No Child Left Behind' by President Bush.","In particular, she argued that the very economic resources being 'wasted' in Iraq were those that might provide universal health care or fully fund President Bush's own 'No Child Left Behind' education bill.",1
We should abandon disposable diapers,The Chinese media reported in 2006 that layers are a popular way to avoid long queues for the toilet on rail trains during the travel season of the Lunar New An [REF].,Chinese media reported in 2006 that diapers are a popular way to avoid long queues for the toilets on railway trains during the Lunar New Year traveling season [REF].,1
We should subsidize biofuels,"The increased use of biofuels exerts increasing pressure on water resources in two ways: the use of water for the irrigation of the crops used as raw materials for the production of biodiesel; And the use of water in the production of biofuels in refineries, mainly for boiling and cooling.","Increased use of biofuels puts increasing pressure on water resources in at least two ways: water use for the irrigation of crops used as feedstocks for biodiesel production; and water use in the production of biofuels in refineries, mostly for boiling and cooling.",1
We should subsidize biofuels,A growing corpus of university research has suggested that biofuels would effectively move agricultural production and lead to a change in use of pest in other parts of the world.,A growing body of academic research suggested that biofuels would effectively displace agricultural production and cause damaging land-use change in other parts of the world.,1
Everyone has the right to seek and to enjoy in other countries asylum from persecution,"The United States honors the asylum law of individuals, as specified by international and federal law. A specified number of legally defined refugees, which require refugee status abroad, as well as those who ask for asylum after their arrival in the United States, are admitted each year","The United States honors the right of asylum of individuals as specified by international and federal law. A specified number of legally defined refugees, who apply for refugee status overseas, as well as those applying for asylum after arriving in the U.S., are admitted annually",1
We should abolish capital punishment,"Over the past four years, the Iranian authorities have considered legislation to ban the death penalty for delinquent children.","During the past four years, the Iranian authorities have reportedly been considering legislation to ban the death penalty for child offenders.",1
We should ban partial birth abortions,"In writing against a legal prohibition of the so-called 'partial abortion at birth', the Rabbi David Elnson, president of the Hebrew Union College of the Reform Movement, wrote: 'This law as it was promulgated undoubtedly decreases the inviolable status and the value which should be granted women as moral agents created in the image of God.' .","In writing against a legal ban on so-called 'partial birth abortion,' Rabbi David Ellenson, president of the Reform Movement's Hebrew Union College, has written, 'This law as it has been enacted unquestionably diminishes the inviolable status and worth that ought to be granted women as moral agents created in the image of God.' .",1
We should ban racial profiling,"The United States Ministry of Justice concluded that Arpaio supervised the worst racial profiling model in the history of the United States, and subsequently brought an action against him for illegal discriminatory police (ref].","The U.S. Department of Justice concluded that Arpaio oversaw the worst pattern of racial profiling in U.S. history, and subsequently filed suit against him for unlawful discriminatory police conduct [REF].",1
We should abolish standardized tests,(The size of the effect is the ratio of the average improvement of test scores in innovation to the range of dozens of typical groups of students on the same tests; Black and Wiliam recognize that standardized tests are very limited learning measures.),(The effect size is the ratio of the average improvement in test scores in the innovation to the range of scores of typical groups of pupils on the same tests; Black and Wiliam recognize that standardized tests are very limited measures of learning.),1
Abstinence-only sex education should be mandatory,"Citing the need for medically precise information in sex education, Planned Parenthood opposes education only to abstinence in public schools.","Citing the need for medically accurate information in sex education, Planned Parenthood opposes abstinence-only education in public schools.",1
We should subsidize biofuels,"Another advantage of bioethanol is the reduction of greenhouse gas emissions compared to petrol, because as many carbon dioxide is absorbed by increasing plants as those produced when bioethanol is burned, with a zero theoretical net contribution [REF].","Another benefit of bioethanol is the reduction of greenhouse gas emissions as compared to gasoline, because as much carbon dioxide is taken up by the growing plants as is produced when the bioethanol is burnt, with a zero theoretical net contribution [REF].",1
We should legalize public nudity,"The status has not prohibited naked dance alone, but rather all nudity in public places.","The statute did not prohibit nude dancing alone, but rather all nudity in public places.",1
We should adopt socialism,"Knudsen, inspired by German theories, argued that 'socialism [is] the only means' to 'help the field of work'.","Knudsen, inspired by German theories, argued that 'socialism [is] the only means' to 'help the working estate'.",1
We should legalize cannabis,"At least 500 economists, including the Nobel Prize winner Milton Friedman, [the reference] George Akerlof and Vernon L. Smith, noted that the reduction in the marijuana supply without reducing demand, and therefore the profits of marijuana sellers, according to laws and demand]. The increased profits encourage producers to produce more drugs despite the risks, providing a theoretical explanation to explain why attacks on the supply of drugs have not had a lasting effect. The above -mentioned economists have published an open letter to President George W. Bush declaring 'We urge ... the country to start an open and honest debate on the prohibition of marijuana","At least 500 economists, including Nobel Laureates Milton Friedman,[REF] George Akerlof and Vernon L. Smith, have noted that reducing the supply of marijuana without reducing the demand causes the price, and hence the profits of marijuana sellers, to go up, according to the laws of supply and demand [REF]. The increased profits encourage the producers to produce more drugs despite the risks, providing a theoretical explanation for why attacks on drug supply have failed to have any lasting effect. The aforementioned economists published an open letter to President George W. Bush stating 'We urge..the country to commence an open and honest debate about marijuana prohibition",1
We should ban lotteries,"Putting only self-generated income, the lottery contributes more than $ 100 million per year to the minimum foundation program which finances public education in Louisiana.","Operating solely from self-generated revenue, the Lottery contributes more than $100 million yearly to the Minimum Foundation Program that funds public education in Louisiana.",1
Bullfighting should be banned,The United States military government has prohibited rooster fighting and island bullfighting.,The United States military government banned cockfighting and bullfighting from the island.,1
We should abandon social media,"Therefore, many people believe that social media has reached utility status and should be treated as a public service.","Therefore, many people believe that social media has reached utility status and should be treated as a public utility.",1
Various forms of online gambling are legal and regulated in many countries,"On December 3, 2009, the Chamber's Financial Services Committee held an audience on the 2009 law on Internet Games regulation, consumer protection and the application of the representative representative's representative representative (H.R.2267) where experts in the fields of online security and consumer security have declared that a regulatory framework for the Internet would protect consumers and ensure that the integrity of internet financial transactions","On December 3, 2009, the House Financial Services Committee held a hearing on UIGEA and Rep. Franks Internet Gambling Regulation, Consumer Protection, and Enforcement Act of 2009 (H.R. 2267) where experts in the fields of online security and consumer safety testified that a regulatory framework for Internet gambling would protect consumers and ensure the integrity of Internet gambling financial transactions",1
We should introduce universal health care,"Defenders argue that preventive healthcare expenditure can save several hundred billion dollars a year, as universal health care funded by the public would benefit employers and consumers, that employers would benefit from a larger pool of potential customers and that employers would probably pay less and would save the administrative costs of health benefits.","Advocates argue that preventative health care expenditures can save several hundreds of billions of dollars per year because publicly funded universal health care would benefit employers and consumers, that employers would benefit from a bigger pool of potential customers and that employers would likely pay less, and would be spared administrative costs of health care benefits.",1
We should protect endangered species,"The species is also classified as endangered because the occurrence of all combined populations is less than 5,000 km2 and this area may be reduced due to the loss and degradation of the habitat that occur outside the protected areas.","The species is also classified as Endangered because the occurrence of all the populations combined is less than 5,000 km2 and this area is at risk of being decreased due to habitat loss and degradation that occurs outside protected areas.",1
We should ban alcoholic beverages,Regular consumption of alcohol is associated with an increased risk of [[gouting arthritis]] [REF] [REF] and a reduced risk of [[Rheumatoid arthritis]] [REF].,Regular consumption of alcohol is associated with an increased risk of [[gouty arthritis]][REF][REF] and a decreased risk of [[rheumatoid arthritis]] [REF].,1
We should subsidize journalism,Research on journalism at the country level in developing or emerging countries is described as lacking in [ref].,Within-country level journalism research in developing or emerging countries is described as lacking [REF].,1
video game violence is not related to serious aggressive behavior in real life,"A meta-analysis of psychologist Jonathan Freedman, who examined more than 200 published studies and found that the 'large and overwhelming majority' had not found a causal link, also reached this conclusion [Ref","A meta-analysis by psychologist Jonathan Freedman, who reviewed over 200 published studies and found that the 'vast and overwhelming majority' did not find a causal link, also reached this conclusion [REF",1
We should ban alternative medicine,"What we should not do is abandon medicine and scientific method and go directly to alternative medicine without any evidence that it works either. '[Ref]","What we shouldn't do is abandon medicine and the scientific method and go straight for alternative medicine with no good evidence that that works either.'[REF]",1
We should legalize cannabis,"Drug Enforcement Administration (DEA) said that cannabis led to the increase in crime in the unknown brochure entitled 'Expressed against the legalization of drugs' [ref] [ref]","The Drug Enforcement Administration (DEA) has claimed that cannabis leads to increased crime in the unsourced pamphlet entitled 'Speaking Out Against Drug Legalization'[REF]",1
We should ban alcoholic beverages,"Likewise, long -term alcohol consumption is associated with anxious disorders, [ref] with evidence that prolonged abstinence can cause anxiety symptoms [REF].","Similarly, long-term alcohol use is associated with anxiety disorders,[REF] with evidence that prolonged abstinence can result in a disappearance of anxiety symptoms [REF].",1
We should further exploit green technology,Greentech Media Inc. has published quarterly data showing that ventilation in venture capital in Green Technologies totaled $ 1.2 billion in 85 agreements in the second quarter of 2009.,Greentech Media Inc. has released quarterly data showing that venture capital investment in green technologies totaled US $1.2 billion in 85 deals in the second quarter of 2009.,1
We should limit the freedom of speech,"The reformist predominance parliament has written several bills allowing increased freedom of expression, gender equality and the prohibition of torture.","The predominantly reformist parliament drafted several bills allowing increased freedom of speech, gender equality, and the banning of torture.",1
We should ban partial birth abortions,"In the Senate, Kerry has always voted against prohibitions on abortions carried out on military bases and military facilities abroad, as well as against the ban on abortion at partial birth.","In the Senate, Kerry has consistently voted against bans on abortions conducted on military bases and military installations overseas, as well as against the ban on partial-birth abortion.",1
We should support a phase-out of lightweight plastic bags,"Portugal has set up a plastic plastic tax amounting to 10 cents () on single -use transport bags, which resulted in a 90% reduction in their use [ref].","Portugal has implemented a plastic bag tax amounting to 10 cents () on single-use carrier bags, which led to a reduction of 90% in their use [REF].",1
We should introduce a flat tax,The current government has introduced a stable tax regime with the intention of making the country more attractive for foreign investments.,The current government introduced a flat tax system with the intention of making the country more attractive to foreign investment.,1
