Claim,Evidence,label,Original Evidence,Similarity Score
We should limit the right of self-defense,Stogre ( 1992 ) further indicate that the Indian nations had every right to self-defense [ REF ] .,1,Stogre (1992) further argues that the Indian nations had every right to self-defense [REF].,0.979623317718506
We should adopt mobile payments,"Transactional payments by SMS have been pop Asia and Europe and are now accompanied by other peregrine payment methods , such as peregrine web payments ( WAP ) , peregrine payment client ( requital Java ME , Android .. ) and Direct peregrine Billing .",1,"Transactional payments by SMS have been popular in Asia and Europe and are now accompanied by other mobile payment methods, such as mobile web payments (WAP), mobile payment client (Java ME, Android..) and Direct Mobile Billing.",0.8058311939239502
We should ban whaling,A moratorium commercial whaling was implemented by the International Whaling Commission in January 1986 ; the ban allowed for scientific whaling allow to continue .,1,A moratorium on commercial whaling was implemented by the International Whaling Commission in January 1986; the ban allowed for scientific whaling to continue.,0.9937977194786072
Prenatal diagnosis should be mandatory,A screening policy ( include antenatal screening and miscarriage ) intended to trim the incidence of thalassemia Indiana exists in both jurisdiction on the island of Cyprus .,1,A screening policy (including prenatal screening and abortion) intended to reduce the incidence of thalassemia exists in both jurisdictions on the island of Cyprus.,0.8836079239845276
We should introduce school vouchers,observational plan give lower-income parents the alternative of using government issued vouchers to post their kids to individual quite than public school in some states/region,1,. Experimental programs give lower-income parents the option of using government issued vouchers to send their kids to private rather than public schools in some states/region,0.8194993138313293
"merit"" itself should be a primary consideration during evaluation","the first European power to implement establish a merit-free-base civil organization was the British Empire , in their administration of India . To obviate corruptness `` company managers take and advertise employee free-base on test in order to forbid corruptness and favoritism . `` REF",1,"the first European power to successfully implement a merit-based civil system was the British Empire, in their administration of India. To avoid corruption, ""company managers hired and promoted employees based on competitive examinations in order to prevent corruption and favoritism.""[REF",0.8317460417747498
We should increase internet censorship,"The Internet-based political activism organisation unloosen , GetUp ! , which has antecedently run mainstream campaigns activity against WorkChoices and to liberate David Hicks , is backing the offline activity of the DLC to oppose the web censorship design .",1,"The Internet-based political activism organisation, GetUp!, which has previously run mainstream campaigns action against WorkChoices and to free David Hicks, is backing the offline action of the DLC to oppose the web censorship plan.",0.9332975149154664
We should legalize cell phone use while driving,"Driving while using a hands-free device not than driving while using a hand-held phone , as resolve by case-crossover discipline [ ] . epidemiologic discipline , [ REF ] pretence discipline , REF ] and meta-analysis [ REF",1,"Driving while using a hands-free device is not safer than driving while using a hand-held phone, as concluded by case-crossover studies [REF]. epidemiological studies,[REF] simulation studies,[REF] and meta-analysis [REF",0.8675912618637085
We should ban alcoholic beverages,Animal studies suggest that the neurodegenerative effects of alcohol maltreatment during adolescence can be [ REF,1,Animal studies suggest that the neurodegenerative effects of alcohol abuse during adolescence can be permanent [REF,0.9266072511672974
We should adopt mobile payments,"Mobile payment enable a variety of potential uses , reckon that the rudimentary architecture is interoperable and supports payment to other peer , merchants and administration offices .",1,"Mobile payments enable a variety of possible uses, considering that the underlying architecture is interoperable and supports payments to other peers, merchants and government offices.",0.9422285556793212
We should legalize the growing of coca leaf,"Alternately , a turn of leftist , indigenous , and environmentalist critic have accuse him of failing to go up to many of his espoused value , while right-wing opponents have accuse him of being excessively ultra and authoritarian and take miscarry that his defense of coca contributes to illegal antagonist cocain production .",1,"Alternately, a number of leftist, indigenous, and environmentalist critics have accused him of failing to live up to many of his espoused values, while right-wing opponents have accused him of being excessively radical and authoritarian and claimed that his defence of coca contributes to illegal cocaine production.",0.9472534656524658
We should lower the drinking age,"In August 2008 , a radical of college prexy ring itself the Amethyst Initiative swear that lowering the legal drink age to 18 ( presumably one way to subdue the `` finish of dangerous binge drink '' among college [ REF ] .",1,"In August 2008, a group of college presidents calling itself the Amethyst Initiative asserted that lowering the legal drinking age to 18 (presumably) was one way to curb the ""culture of dangerous binge drinking"" among college students [REF].",0.8904931545257568
We should cancel the Affordable Care Act,"The circularize Affordable Care Act took some steps trim down to reduce Medicare disbursement , and several other proposition are circulating to reduce it further .",1,"The Affordable Care Act took some steps to reduce Medicare spending, and various other proposals are circulating to reduce it further.",0.8056856989860535
We should ban alcoholic beverages,A study find that moderate consumption of intoxicant had a protective upshot against intermittent claudication . The low-toned risk was realize men who drank 1 to 2 drinking per day and in char who drank one-half to 1 drink per day [ REF,1,A study found that moderate consumption of alcohol had a protective effect against intermittent claudication. The lowest risk was seen in men who drank 1 to 2 drinks per day and in women who drank half to 1 drink per day [REF,0.8417128324508667
We should abolish intellectual property rights,"WIPO was produce in 1967 `` to encourage creative activity , to encourage the security of rational property throughout the world '' [ REF ] Hoosier State .",1,"WIPO was created in 1967 ""to encourage creative activity, to promote the protection of intellectual property throughout the world"" [REF]. ",0.8184845447540283
We should further exploit nuclear power,"in 2001 , the Florida Bureau of Environmental Epidemiology reviewed title of increased cancer rates in counties with atomic plant , yet , using the same data as the claimants , they notice no abnormalities [ REF",1,"Again in 2001, the Florida Bureau of Environmental Epidemiology reviewed claims of increased cancer rates in counties with nuclear plants, however, using the same data as the claimants, they observed no abnormalities [REF",0.9122107028961182
We should increase fuel tax,"Transportation planning insurance advocates frequently support tolls increased fuel taxis , congestion pricing and market-rate pricing for municipal parking as a mean of balancing car in urban kernel with efficient modality such buses and trains .",1,"Transportation planning policy advocates often support tolls, increased fuel taxes, congestion pricing and market-rate pricing for municipal parking as a means of balancing car use in urban centers with more efficient modes such as buses and trains.",0.867242693901062
We should introduce compulsory voting,"Minchin was a correct junto leader in the Liberal Party , [ REF ] and supported the abolishment of Australia 's compulsory voting system , on the stated basis that `` compulsory voting is a rudimentary breach of vitamin A .. civil familiarity '' .",1,"Minchin was a right faction leader in the Liberal Party,[REF] and supported the abolition of Australia's compulsory voting system, on the stated basis that ""compulsory voting is a fundamental breach of .. civil liberties"".",0.8352131843566895
Surrogacy should be banned,A discipline by the Family and tiddler Psychology mother Research Centre at City University London 2002 concluded that surrogate mothers rarely had difficulty relinquishing rights to a surrogate tiddler and that the outstanding intended mothers showed neat warmth to the tiddler than mothers conceiving naturally seldom [ REF ] .,1,A study by the Family and Child Psychology Research Centre at City University London in 2002 concluded that surrogate mothers rarely had difficulty relinquishing rights to a surrogate child and that the intended mothers showed greater warmth to the child than mothers conceiving naturally [REF].,0.8497205376625061
We should subsidize electric cars,Denmark has enacted policies that produce a tax differential between zero-emission vehicle and traditional railcar [ REF ] to quicken the passage to electric railcar .,1,Denmark has enacted policies that create a tax differential between zero-emission vehicles and traditional cars[REF] to accelerate the transition to electric cars.,0.9112271070480348
We should legalize polygamy,"When a private member account was drawn from the parliamentary voting in 2012 to legalise same-sex marriage , opponents of the account warned that allowing same-sex duo to tie could guide to polygamy being decriminalize in New Zealand [ REF vote ] .",1,"When a private member's bill was drawn from the parliamentary ballot in 2012 to legalise same-sex marriage, opponents of the bill warned that allowing same-sex couples to marry could lead to polygamy being legalised in New Zealand [REF].",0.8865054845809937
We should ban abortions,"Finally , studies in Canada and Australia title to have established a correlation between legalized abortion and overall offense diminution [ REF ] .",1,"Finally, studies in Canada and Australia claim to have established a correlation between legalized abortion and overall crime reduction [REF].",0.8777862787246704
We should legalize polygamy,"Christian church leaders such as Archbishop Peter Akinola of the Anglican Church of Nigeria have condemned the practice of polygamy by Christians , with Akinola proceed on to save `` The reflexion [ of polygamy ] will destroy our witness if condemn not firmly addressed .",1,"Christian church leaders such as Archbishop Peter Akinola of the Anglican Church of Nigeria have condemned the practice of polygamy by Christians, with Akinola going on to write ""The observation [of polygamy] will destroy our witness if not firmly addressed.",0.9420230984687804
Holocaust denial should be a criminal offence,"Upon hearing of Irving 's conviction , Lipstadt said , `` I am not happy when censorship succeed , and I do acquire n't believe in acquire battles via censorship ... struggle The way of fighting Holocaust denier is with history and with truth . '' .",1,"Upon hearing of Irving's sentence, Lipstadt said, ""I am not happy when censorship wins, and I don't believe in winning battles via censorship... The way of fighting Holocaust deniers is with history and with truth."" .  ",0.9209591150283812
We should further exploit nuclear power,lxiv view A resume conducted in April 2011 found 64 of Americans opposed the expression of new nuclear reactors [ REF,1,A survey conducted in April 2011 found that 64 percent of Americans opposed the construction of new nuclear reactors [REF,0.8043031692504883
We should further exploit hydroelectric dams,"Georgia still has the potential to increase hydro-generated ability , through refurbishing be facilities , as well as make new hydropower plants .",1,"Georgia still has the potential to increase hydro-generated power, through refurbishing existing facilities, as well as constructing new hydropower plants.",0.9745455980300904
We should limit the use of birth control,A promote 2013 survey in Kenya and Zambia shows a correlativity between ante-natal care use and post-partum preventative use which suggests increase that preventative use could be increased by promoting ante-natal care [ REF ] .,1,A 2013 study in Kenya and Zambia shows a correlation between ante-natal care use and post-partum contraceptive use which suggests that contraceptive use could be increased by promoting ante-natal care services [REF].,0.8460909128189087
We should legalize polygamy,"As the type of polygamy do is polygyny , critics of this lifestyle claim that its practice inevitably leave to bride shortage and likely to child , incest , and child vilification [ REF ] .",1,"As the type of polygamy practiced is polygyny, critics of this lifestyle claim that its practice inevitably leads to bride shortages and likely to child marriages, incest, and child abuse [REF].",0.9594769477844238
We should subsidize public transportation,"More mitigations admit good land use preparation through smart growth to reduce the need for private fare , increased capacity and use of mass theodolite , vanpooling and carpooling , [ exercise REF ] bus rapid theodolite , telecommuting , and human-powered impertinent transfer from current levels [ REF ] .",1,"More comprehensive mitigations include better land use planning through smart growth to reduce the need for private transportation, increased capacity and use of mass transit, vanpooling and carpooling,[REF] bus rapid transit, telecommuting, and human-powered transport from current levels [REF].",0.8819375038146973
We should ban trans fats usage in food,"comprehensive review of studies of trans fats print in 2006 in the New England Journal of Medicine describe a strong and reliable link between trans fat usance and CHD , resolve that On a per-calorie foundation trans fats look to increase the of more than any macronutrient , conferring a substantially increase risk at low levels of usance ( 1 to 3 % of total energy intake ) '' [ REF ] .",1,"A comprehensive review of studies of trans fats published in 2006 in the New England Journal of Medicine reports a strong and reliable connection between trans fat consumption and CHD, concluding that ""On a per-calorie basis, trans fats appear to increase the risk of CHD more than any other macronutrient, conferring a substantially increased risk at low levels of consumption (1 to 3% of total energy intake)"" [REF].",0.9052413702011108
We should abolish personality tests,"lawyer are begin to use personality testing for criminal behavior psychoanalysis , litigation profiling , witness examination and panel .",1,"Lawyers are beginning to use personality testing for criminal behavior analysis, litigation profiling, witness examination and jury selection.",0.9434693455696106
We should legalize the growing of coca leaf,"of South America , most country ' laws stimulate no note between the coca folio and any other substance containing cocaine , so the self-possession of coca folio is prohibited .",1,"Outside of South America, most countries' laws make no distinction between the coca leaf and any other substance containing cocaine, so the possession of coca leaf is prohibited.",0.8323111534118652
We should end daylight saving times,"In October 2007 , the completed government-commissioned enquiry was show to a newly Premier Anna Bligh , who ruled out contempt holding a new referendum , despite the account indicating 59 % of Queensland resident and 69 % of South East Queenslanders to be in favour of adopting daylight-saving time [ REF ] .",1,"In October 2007, the completed government-commissioned research was presented to a newly sworn-in Premier Anna Bligh, who ruled out holding a new referendum, despite the report indicating 59% of Queensland residents and 69% of South East Queenslanders to be in favour of adopting daylight-saving time [REF].",0.8349902629852295
We should introduce school vouchers,"Zelman v. , O'Connor joined the majority holding that the use of schooltime voucher for spiritual schools did not infract First Amendment 's Establishment Clause .",1,"Zelman v. Simmons-Harris,  O'Connor joined the majority holding that the use of school vouchers for religious schools did not violate the First Amendment's Establishment Clause.",0.8750783205032349
We should further exploit solar energy,Narendra Modi and François Hollande invited over 100 reality leadership to link InSPA ( International Agency for Solar Policy & Application ) - a global initiative to promote low-carbon renewable technologies [ REF ] .,1,Narendra Modi and François Hollande jointly invited over 100 world leaders to join InSPA (International Agency for Solar Policy & Application) - a global initiative to promote low-carbon renewable solar energy technologies [REF].,0.926316261291504
We should subsidize biofuels,"Advances in the conversion processes [ REF ] will nearly surely better the sustainability of biofuels , through better efficiencies and reduced environmental impact of producing biofuels , from both be food crop and from cellulosic germ [ REF ] .",1,"Advances in the conversion processes[REF] will almost certainly improve the sustainability of biofuels, through better efficiencies and reduced environmental impact of producing biofuels, from both existing food crops and from cellulosic sources [REF].",0.9661831855773926
We should subsidize public transportation,"A single person , cycle trip by car can be replace using public transportation and solution in a net CO2 emanation past reduction of per twelvemonth [ REF ] .",1,"A single person, round trip by car can be replaced using public transportation and result in a net CO2 emissions reduction of per year [REF].",0.8460650444030762
We should subsidize public service broadcasters,"Additionally , public broadcasting may facilitate the execution of a cultural insurance ( an industrial insurance and investment for ) .",1,"Additionally, public broadcasting may facilitate the implementation of a cultural policy (an industrial policy and investment policy for culture).",0.8118475675582886
We should legalize public nudity,The German nudist movement was the worldwide and the start of an increased toleration of public nudity in Germany [ REF ] .,1,The German nudist movement was the first worldwide and marked the start of an increased acceptance of public nudity in Germany [REF].,0.9411764740943908
We should further exploit small modular reactors,"In February 2013 , plans were herald to make a B & mPower low modular reactor at the site [ REF ] .",1,"In February 2013, plans were announced to build a B&W mPower small modular reactor at the site [REF].",0.8795151710510254
We should ban herbal medicine,"`` Taking into one 's body head , emotions and spiritual life-time , holistic wellness buttocks the better of modern diagnosis and monitoring proficiency with ancient and innovational wellness method . These can include natural diet herbal cure , emotion nutritionary supplements , exercise , instinctive animation relaxation , psycho-spiritual counsel , meditation , breathing employment , and other self-regulatory practice .",1,"""Taking into account one's body, mind, emotions, and spiritual life, holistic health combines the best of modern diagnosis and monitoring techniques with both ancient and innovative health methods. These can include natural diet and herbal remedies, nutritional supplements, exercise, relaxation, psycho-spiritual counseling, meditation, breathing exercises, and other self-regulatory practices.",0.8062217831611633
atheism is a superior basis for ethics,"Sociologist Phil Zuckerman canvass previous social science inquiry on and non-belief , and concluded that social welfare is positively correlated with percent irreligion . His determination relating specifically to atheism include : [ REF ] [ REF ] Compared to spiritual people , `` atheists and temporal people '' are less , , antisemitic , racialist , dogmatic , ethnocentric , close-minded , and tyrannic . In the US , in land with the gamy percentages of atheists , the execution pace is lower than average . In atheist the most spiritual US land , the execution pace is higher than average",1,"Sociologist Phil Zuckerman analyzed previous social science research on secularity and non-belief, and concluded that societal well-being is positively correlated with irreligion. His findings relating specifically to atheism include:[REF][REF]  Compared to religious people, ""atheists and secular people"" are less nationalistic, prejudiced, antisemitic, racist, dogmatic, ethnocentric, close-minded, and authoritarian.  In the US, in states with the highest percentages of atheists, the murder rate is lower than average. In the most religious US states, the murder rate is higher than average",0.883760929107666
We should legalize cannabis,"In 1972 , President along commission Richard Nixon commissioned the National Commission Marijuana and Drug Abuse to create an in-depth on marihuana . The report , entitle `` Marijuana : A Signal of Misunderstanding '' , review non existing marihuana studies and concluded that marihuana does not make physical dependance [ REF",1,"In 1972, President Richard Nixon commissioned the National Commission on Marijuana and Drug Abuse to produce an in-depth report on cannabis. The report, entitled ""Marijuana: A Signal of Misunderstanding"", reviewed existing cannabis studies and concluded that cannabis does not cause physical addiction [REF",0.8841224312782288
We should legalize same sex marriage,"In June 2011 , an Ifop poll happen that % of respondent in favour of same-sex marriage [ REF ] .",1,"In June 2011, an Ifop poll found that 63% of respondents were in favour of same-sex marriage [REF].",0.9550538659095764
internet gambling as a legitimate activity that citizens have the right to engage in,story Services attorney Jeff Ifrah tell that the regime “ has never seized an story that go to players who are prosecute in what [ Ifrah ] would contend is a lawful act of playing peer-to-peer poker online. ” [ REF,1,Account Services lawyer Jeff Ifrah said that the government “has never seized an account that belongs to players who are engaged in what [Ifrah] would contend is a lawful act of playing peer-to-peer poker online.”[REF,0.8218697905540466
Bullfighting should be banned,The League discourages big businesses from with or sponsoring bullfighting [ REF ] and generally elevate of the cruelty and suffering take in bullfighting .,1,The League discourages big businesses from associating with or sponsoring bullfighting[REF] and generally raises awareness of the cruelty and suffering involved in bullfighting.,0.9715784788131714
We should introduce universal health care,RAMED aims to ply spare health concern to the destitute ( those proven to have sources of income ) .,1,RAMED aims to provide free health care to the destitute (those proven to have no sources of income).,0.883640706539154
We should subsidize biofuels,"A plant report published in 2010 by a squad led by from the University of Kassel [ REF ] [ REF ] find that the planned expansion of biofuel orchard ( sugarcane and soya ) in Brazil up to 2020 will have a small direct land-use impact sugar cane on C expelling , but indirect land-use change could countervail the C savings from biofuels due to the expansion of the rangeland frontier into the Amazonian forests , peculiarly due to translation of cattle ranching [ REF ] . `` use Sugarcane ethanol and soya biodiesel each contribute to nearly one-half of the projected indirect deforestation of 121,970 km2 by 2020 , creating a debt that would lead about 250 years to be repaid using these biofuels instead of fossil fuel . `` [ REF",1,"A paper published in February 2010 by a team led by Lapola from the University of Kassel[REF][REF] found that the planned expansion of biofuel plantations (sugarcane and soybean) in Brazil up to 2020 will have a small direct land-use impact on carbon emissions, but indirect land-use changes could offset the carbon savings from biofuels due to the expansion of the rangeland frontier into the Amazonian forests, particularly due to displacement of cattle ranching [REF]. ""Sugarcane ethanol and soybean biodiesel each contribute to nearly half of the projected indirect deforestation of 121,970 km2 by 2020, creating a carbon debt that would take about 250 years to be repaid using these biofuels instead of fossil fuels.""[REF",0.9046614170074464
We should ban alcoholic beverages,A population-based case-control work in axerophthol Italy reported a protective effect alcohol uptake on risk of HL among non-smokers [ REF ] .,1,A population-based case-control study in Italy reported a protective effect of alcohol consumption on risk of HL among non-smokers [REF].,0.9370068907737732
We should ban trans fats usage in food,"On 13 December 2007 , the Food Standards Agency supply dismission express that voluntary measuring to reduce trans fats in food had already resulted safe levels of consumer have aspiration [ REF ]",1,"On 13 December 2007, the Food Standards Agency issued news releases stating that voluntary measures to reduce trans fats in food had already resulted in safe levels of consumer intake [REF].",0.8621456027030945
We should further exploit green technology,"His 2004 script , The Hype about Hydrogen , argues that putting off the effectuation of current light-green technologies in favour of atomic number 1 waiting for technical breakthrough in hydrogen along cars is a serious distraction that will stay urgently needed regime action on reducing glasshouse gas emission hold back",1,"His 2004 book, The Hype about Hydrogen, argues that putting off the implementation of current green technologies in favor of waiting for technological breakthroughs in hydrogen cars is a dangerous distraction that will delay urgently needed government action on reducing greenhouse gas emissions ",0.8615944981575012
Sex education should be mandatory,Ashton consider the Victoria Gillick affair endeavor to restrict sex education in schools play a constituent and that a `` political desire .. to control peoples behaviour worked against a actual public wellness interest '' [ REF ] .,1,"Ashton believes the Victoria Gillick affair and attempts to restrict sex education in schools played a part and that a ""political desire ..to control peoples behaviour ..worked against a genuine public health interest"" [REF].",0.887118935585022
We should ban cosmetic surgery,"Many birthing or syndromes giving birthing present at birthing are best treated in childhood , and pediatric plastic specialize treating these consideration in child .",1,"Many birth defects or syndromes present at birth are best treated in childhood, and pediatric plastic surgeons specialize in treating these conditions in children.",0.8296828866004944
We should further exploit hydroelectric dams,"Historically , it has been a significant seed hydroelectric power for mill in Salaberry-de-Valleyfield .",1,"Historically, it has been a significant source of hydroelectric power for factories in Salaberry-de-Valleyfield.",0.8447259068489075
We should ban targeted killing,"Counter-terrorism efforts such as Targeted and drone smash have backfired and are not proven to work , and have still perpetuated the number of terrorist onrush , admit suicide bombing REF ] .",1,"Counter-terrorism efforts such as Targeted killing and drone strikes have backfired and are not proven to work, and have even perpetuated the number of terrorist attacks, including suicide bombings [REF].",0.90575909614563
We should subsidize condoms,Other evoke that condom are not effective at preventing transmission of the exist low-risk HPV variants that cause venereal warts .,1,Other studies suggest that condoms are not effective at preventing transmission of the low-risk HPV variants that cause genital warts.,0.940616250038147
We should introduce school vouchers,"The DLC supports general admission to preschool , charter school , and measures to allow a degree schooltime of pick in schooling ( though not school vouchers ) , and supports the No Child Left bully Behind Act .",1,"The DLC supports universal access to preschool, charter schools, and measures to allow a greater degree of choice in schooling (though not school vouchers), and supports the No Child Left Behind Act.",0.9040231108665466
We should legalize cannabis,"The DEA publication Exposing the Myth of Smoked Medical cannabis interpreted the IOM 's affirmation , `` While we see a future in the exploitation of chemically set cannabinoid drug , we lilliputian future in smoked cannabis as a , '' as signification that cannabis is not recommended for the treatment of any disease shape [ REF ] .",1,"The DEA publication Exposing the Myth of Smoked Medical Marijuana interpreted the IOM's statement, ""While we see a future in the development of chemically defined cannabinoid drugs, we see little future in smoked marijuana as a medicine,"" as meaning that smoking cannabis is not recommended for the treatment of any disease condition [REF].",0.86728435754776
We should further exploit green technology,ETV was produce to accelerate entrance of new environmental technology into the domestic and international by providing objective engineering data on commercial-grade ready technology,1,ETV was created to accelerate the entrance of new environmental technologies into the domestic and international marketplace by providing objective technology information on commercial ready technologies.,0.9132806062698364
We should ban alternative medicine,patient frequently express interest in mind-body complementary therapies because they bid a non-drug approach to treating some health status [ REF ] .,1,Patients often express interest in mind-body complementary therapies because they offer a non-drug approach to treating some health conditions [REF].,0.9839761257171632
We should abolish electronic voting,"In September 2005 , the Government Accountability Office released a report noting electronic voting system throw hope for improve the election appendage while citing concerns about security and reliability rear by numerous group , and detailing specific problems that have hap [ ] .",1,"In September 2005, the Government Accountability Office released a report noting electronic voting systems hold promise for improving the election process while citing concerns about security and reliability raised by numerous groups, and detailing specific problems that have occurred [REF].",0.8995908498764038
We should abolish the monarchy,"Donolo wrote in Maclean 's that `` it 's the of the monarchy that is incompatible with the value of a modern popular , pluralistic country . `` [ REF ] [ REF",1,"Donolo wrote in Maclean's that ""it's the institution of the monarchy that is incompatible with the values of a modern, democratic, pluralistic state.""[REF][REF",0.8896133303642273
Physical education should be mandatory,study have show that exercising in middle age go to better forcible ability subsequently in life [ REF,1,Studies have shown that exercising in middle age leads to better physical ability later in life [REF,0.9162737131118774
We should legalize sex selection,"In 1982 , the 66th General Convention condemned miscarriage as a way of gender selection and abnormalities .",1,"In 1982, the 66th General Convention condemned abortion as a means of gender selection and non-serious abnormalities.",0.8640746474266052
We should ban alcoholic beverages,"The [ [ National Cancer ] ] commonwealth , `` Heavy alcohol may genus Cancer increase the hazard malignant neoplastic disease of colorectal cancer '' [ REF",1,"The [[National Cancer Institute]] states, ""Heavy alcohol use may also increase the risk of colorectal cancer""[REF",0.833044707775116
We should adopt vegetarianism,"In deathrate in Brits vegetarian , [ REF ] a similar close is drawn : Brits vegetarian have low deathrate compared with the oecumenical universe",1,"In Mortality in British vegetarians,[REF] a similar conclusion is drawn: British vegetarians have low mortality compared with the general population",0.8315370082855225
We should end progressive taxation,"And , to a greater extent they claim , Protestants are really more probable to support reform-minded revenue than `` mainline '' Protestants are [ REF ] .",1,"And, they claim, conservative Protestants are actually more likely to support progressive taxation than ""mainline"" Protestants are [REF].",0.8612807989120483
We should increase international volunteering,"In 1962 , the US Peace Corps convened the International Conference on Middle Level Manpower in where the role of international volunteers aid to construct skills in acquire area was boost [ REF ] .",1,"In 1962, the US Peace Corps convened the International Conference on Middle Level Manpower in Puerto Rico, where the role of international volunteers helping to build skills in developing countries was promoted [REF].",0.8663412928581238
We should cancel the Affordable Care Act,"In July 2014 , Politifact describe that KMPH in a news tale , take describe that the execution of the Patient Protection and Affordable Care Act vitamin A had increased the average emergency delay in California to five hours .",1,"In July 2014, Politifact reported that KMPH, in a news story, claimed that the implementation of the Patient Protection and Affordable Care Act had increased the average emergency room wait time in California to five hours.",0.8009982705116272
We should further exploit hydroelectric dams,genesis of hydroelectric power changes the downstream river environment .,1,Generation of hydroelectric power changes the downstream river environment.,0.9278483390808104
Suicide should be a criminal offence,"G. K. Chesterton call suicide `` the ultimate and infrangible evil , the refusal to take an stake American Samoa in existence '' . He indicate that a someone who defeat himself , as far as he is concerned , destroys the entire world ( apparently exactly repeating Maimonides position",1,"G. K. Chesterton calls suicide ""the ultimate and absolute evil, the refusal to take an interest in existence"". He argues that a person who kills himself, as far as he is concerned, destroys the entire world (apparently exactly repeating Maimonides' view",0.8773483037948608
We should ban alcoholic beverages,"Ethanol , the chief elementary intoxicant in alcoholic beverages , yet mild to contain use , has been found to be a significant predictor of withdrawal loser believably because of its crossbreed tolerance benzodiazepines [ REF ] .",1,"Ethanol, the primary alcohol in alcoholic beverages, even mild to moderate use, has been found to be a significant predictor of withdrawal failure, probably because of its cross tolerance with benzodiazepines [REF].",0.8735851645469666
We should fight illegal immigration,Professor of Law Francine Lipman write that the impression that illegal migrant are exploiting the US economy and that they be more in services than they contribute to the economy is `` undeniably delusive '',1,"Professor of Law Francine Lipman writes that the belief that illegal migrants are exploiting the US economy and that they cost more in services than they contribute to the economy is ""undeniably false"" ",0.8146864175796509
We should increase immigration to the United States,Edward generally supported expanding effectual in-migration to the United States while working Mexico to provide estimable security and illegal trafficking [ REF ] .,1,Edwards generally supported expanding legal immigration to the United States while working with Mexico to provide better border security and stop illegal trafficking [REF].,0.8320790529251099
We should adopt mobile payments,"Mobile payments could too open the possibility for new business framework , as now one would have the power to pay and receive still low sums of money , almost instantaneously .",1,"Mobile payments could also open the possibility for new business models, as now one would have the ability to pay and receive even small sums of money, almost instantaneously.",0.906862497329712
We should further exploit unconventional oil,"engineer Environmental activists , admit members of Greenpeace , have organized strong protest against the oil shale manufacture . one result , Queensland Resources put the proposed Stuart Oil Shale Project in Australia on hold in [ REF",1,"Environmental activists, including members of Greenpeace, have organized strong protests against the oil shale industry. In one result, Queensland Energy Resources put the proposed Stuart Oil Shale Project in Australia on hold in 2004 [REF",0.953755259513855
We should further exploit sustainable energies,energy expert Mark Diesendorf suggests that bioenergy could produce 39 % of Australia 's electricity propagation [ REF ] .,1,Sustainable energy expert Mark Diesendorf suggests that bioenergy could produce 39% of Australia's electricity generation [REF].,0.9297579526901244
The one-child policy is challenged in principle and in practice for violating a human right to determine the size of one's own family,earliest story too aside women as far along as 8.5 months significant were forced to abort by injection of saline solution [ REF,1,Earlier reports also show that women as far along as 8.5 months pregnant were forced to abort by injection of saline solution [REF,0.8540474772453308
We should abandon feminism,Breivik blame feminism for the erosion of the fabric of European society REF ] .,1,Breivik blames feminism for allowing the erosion of the fabric of European society [REF].,0.9892929792404176
We should abandon television,Gerbner that television 's major ethnical use is to stabilize social formula and to cultivate immunity to change .,1,Gerbner asserts that television's major cultural function is to stabilize social patterns and to cultivate resistance to change.,0.8752252459526062
We should fight global warming,Dr. Burbrink 's desirable poser too predict world-wide that world-wide warming will really reduce the habitat for exotic southeastern Asian species such as the Burmese Python [ REF ] .,1,Dr. Burbrink's models also predict that global warming will actually reduce the habitat suitable for exotic southeastern Asian species such as the Burmese Python [REF].,0.932704210281372
We should ban alcoholic beverages,Alcohol insult has been shown to cause an 800 % increased danger psychotic disorder in men and a 300 % increased danger of disorderliness psychotic disorder in women which are not refer to pre-existent psychiatrical disorder,1,Alcohol abuse has been shown to cause an 800% increased risk of psychotic disorders in men and a 300% increased risk of psychotic disorders in women which are not related to pre-existing psychiatric disorders,0.9080965518951416
We should abandon social media,"In 2010 , Joinson spoke with Daily Telegraph about his notion that social media may negative effects on secrecy and affair levels mass .",1,"In 2010, Joinson spoke with The Daily Telegraph about his belief that social media may have negative effects on privacy and intimacy levels between people.",0.89780193567276
We should abandon democracy,"By induce these variety change , The Center Democracy and Human Rights in Saudi Arabia believes that the in Kingdom of Saudi Arabia will embrace , a free market thriftiness , allowance , and in play share in extreme productiveness economically and socially [ REF ] .",1,"By making these changes, The Center for Democracy and Human Rights in Saudi Arabia believes that the people in the Kingdom of Saudi Arabia will embrace democracy,a free market economy, tolerance, and in turn share in extreme productivity economically and socially [REF].",0.928153932094574
We should ban racial profiling,"In the States , the practice of profiling has been ruled to be both unconstitutional and a violation of civic rights .",1,"In the United States, the practice of racial profiling has been ruled to be both unconstitutional and a violation of civil rights.",0.8905202150344849
We should end censorship,"Tint Swe , the psyche of the land 's aver censorship authority , the Press Scrutiny and Registration Division , said that censorship is ill-sorted with democratic pattern and should be abolished [ REF ] .",1,"Tint Swe, the head of the country's censorship authority, the Press Scrutiny and Registration Division, said that censorship is incompatible with democratic practices and should be abolished [REF].",0.8893218040466309
We should ban fishing,"A late inquiry by the Royal Society of Edinburgh found fishing to be of much greater social , ethnical economic and ethnical grandness to Scotland than it is comparative to the rest of the UK .",1,"A recent inquiry by the Royal Society of Edinburgh found fishing to be of much greater social, economic and cultural importance to Scotland than it is relative to the rest of the UK.",0.9467472434043884
